indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,11,July 9 - July 14,24.6,20.5,29,20.5 - 29.0,24.1-27.2
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,11,July 9 - July 14,21.7,17.3,26.6,17.3 - 26.6,17.7-24.0
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,11,July 9 - July 14,34.9,30.4,39.6,30.4 - 39.6,34.3-37.8
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,11,July 9 - July 14,35.1,30.1,40.3,30.1 - 40.3,34.3-37.8
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,11,July 9 - July 14,39.9,35.3,44.6,35.3 - 44.6,37.9-42.8
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,11,July 9 - July 14,40,35,45.2,35.0 - 45.2,37.9-42.8
Symptoms of Anxiety Disorder,By State,California,California,11,July 9 - July 14,39.1,35.6,42.7,35.6 - 42.7,37.9-42.8
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,11,July 9 - July 14,35.2,30.3,40.3,30.3 - 40.3,34.3-37.8
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,11,July 9 - July 14,31,26.9,35.3,26.9 - 35.3,23.8-31.0
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,11,July 9 - July 14,31,26.9,35.3,26.9 - 35.3,23.8-31.0
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,11,July 9 - July 14,23.8,17.1,31.6,17.1 - 31.6,23.8-31.0
Symptoms of Anxiety Disorder,By State,Florida,Florida,11,July 9 - July 14,39,35,43.2,35.0 - 43.2,37.9-42.8
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,11,July 9 - July 14,37.1,32.1,42.4,32.1 - 42.4,34.3-37.8
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,11,July 9 - July 14,31.4,26.6,36.5,26.6 - 36.5,31.1-34.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,11,July 9 - July 14,32.4,28.6,36.4,28.6 - 36.4,31.1-34.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,11,July 9 - July 14,28.9,25.1,32.9,25.1 - 32.9,23.8-31.0
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,11,July 9 - July 14,36.8,33.1,40.6,33.1 - 40.6,34.3-37.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,11,July 9 - July 14,25.2,21.4,29.2,21.4 - 29.2,23.8-31.0
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,11,July 9 - July 14,28.8,25,32.9,25.0 - 32.9,23.8-31.0
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,11,July 9 - July 14,37.8,33.5,42.1,33.5 - 42.1,34.3-37.8
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,11,July 9 - July 14,40.6,35.5,45.8,35.5 - 45.8,37.9-42.8
Symptoms of Anxiety Disorder,By State,Maine,Maine,11,July 9 - July 14,26.9,22.2,32,22.2 - 32.0,23.8-31.0
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,11,July 9 - July 14,29.9,26.7,33.3,26.7 - 33.3,23.8-31.0
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,34.2,29.6,39,29.6 - 39.0,31.1-34.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,11,July 9 - July 14,31.7,27.6,36.1,27.6 - 36.1,31.1-34.2
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,27.5,23.4,31.8,23.4 - 31.8,23.8-31.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,38,32.2,44.1,32.2 - 44.1,37.9-42.8
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,11,July 9 - July 14,35.3,30.9,39.9,30.9 - 39.9,34.3-37.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,11,July 9 - July 14,35.6,31.1,40.2,31.1 - 40.2,34.3-37.8
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,11,July 9 - July 14,31.3,26.7,36.3,26.7 - 36.3,31.1-34.2
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,11,July 9 - July 14,42.8,37.8,47.8,37.8 - 47.8,37.9-42.8
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,11,July 9 - July 14,28.9,24,34.1,24.0 - 34.1,23.8-31.0
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,37.1,33.2,41.1,33.2 - 41.1,34.3-37.8
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,38.6,33.8,43.6,33.8 - 43.6,37.9-42.8
Symptoms of Anxiety Disorder,By State,New York,New York,11,July 9 - July 14,34.2,29.2,39.6,29.2 - 39.6,31.1-34.2
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,34,29.2,39.1,29.2 - 39.1,31.1-34.2
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,30.5,24.6,36.9,24.6 - 36.9,23.8-31.0
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,11,July 9 - July 14,31.7,27.7,35.9,27.7 - 35.9,31.1-34.2
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,40.1,35.8,44.4,35.8 - 44.4,37.9-42.8
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,11,July 9 - July 14,38.6,34.3,43,34.3 - 43.0,37.9-42.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,11,July 9 - July 14,34.2,30,38.6,30.0 - 38.6,31.1-34.2
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,11,July 9 - July 14,36.5,30.3,43.1,30.3 - 43.1,34.3-37.8
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,11,July 9 - July 14,30.7,24.5,37.4,24.5 - 37.4,23.8-31.0
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,11,July 9 - July 14,32.6,26.6,39,26.6 - 39.0,31.1-34.2
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,11,July 9 - July 14,38.2,33,43.5,33.0 - 43.5,37.9-42.8
Symptoms of Anxiety Disorder,By State,Texas,Texas,11,July 9 - July 14,40.6,36.4,44.9,36.4 - 44.9,37.9-42.8
Symptoms of Anxiety Disorder,By State,Utah,Utah,11,July 9 - July 14,29.5,26.1,33,26.1 - 33.0,23.8-31.0
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,11,July 9 - July 14,33.4,26.9,40.3,26.9 - 40.3,31.1-34.2
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,11,July 9 - July 14,32.6,28.8,36.7,28.8 - 36.7,31.1-34.2
Symptoms of Anxiety Disorder,By State,Washington,Washington,11,July 9 - July 14,35.7,32,39.6,32.0 - 39.6,34.3-37.8
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,11,July 9 - July 14,36.1,30.7,41.7,30.7 - 41.7,34.3-37.8
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,11,July 9 - July 14,31.1,26.8,35.7,26.8 - 35.7,31.1-34.2
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,11,July 9 - July 14,29.4,25.1,34,25.1 - 34.0,23.8-31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,11,July 9 - July 14,40.1,35.3,45,35.3 - 45.0,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,11,July 9 - July 14,39.6,34.1,45.3,34.1 - 45.3,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,11,July 9 - July 14,44.2,39.6,48.8,39.6 - 48.8,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,11,July 9 - July 14,45.1,40.2,50.2,40.2 - 50.2,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,11,July 9 - July 14,44.5,40.9,48.2,40.9 - 48.2,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,11,July 9 - July 14,39.2,34,44.6,34.0 - 44.6,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,11,July 9 - July 14,35.7,31.6,40,31.6 - 40.0,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,11,July 9 - July 14,34.4,30,39,30.0 - 39.0,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,11,July 9 - July 14,28,20.9,36,20.9 - 36.0,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,11,July 9 - July 14,43.6,40,47.3,40.0 - 47.3,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,11,July 9 - July 14,43.6,38.1,49.3,38.1 - 49.3,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,11,July 9 - July 14,36.7,31.5,42.1,31.5 - 42.1,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,11,July 9 - July 14,37.3,33.6,41.1,33.6 - 41.1,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,11,July 9 - July 14,34,29.3,38.9,29.3 - 38.9,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,11,July 9 - July 14,40.7,36.9,44.6,36.9 - 44.6,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,11,July 9 - July 14,28.9,25,33,25.0 - 33.0,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,11,July 9 - July 14,35.2,30,40.7,30.0 - 40.7,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,11,July 9 - July 14,42.2,38,46.5,38.0 - 46.5,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,11,July 9 - July 14,45.4,40.7,50.2,40.7 - 50.2,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,11,July 9 - July 14,33,27.9,38.5,27.9 - 38.5,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,11,July 9 - July 14,33.6,30.2,37.1,30.2 - 37.1,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,11,July 9 - July 14,38.2,33.5,43,33.5 - 43.0,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,11,July 9 - July 14,35.6,31.8,39.5,31.8 - 39.5,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,11,July 9 - July 14,31.5,27.5,35.8,27.5 - 35.8,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,46.5,40.7,52.5,40.7 - 52.5,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,11,July 9 - July 14,38.7,34.2,43.4,34.2 - 43.4,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,11,July 9 - July 14,40.2,35.5,45,35.5 - 45.0,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,11,July 9 - July 14,34.1,29.6,38.9,29.6 - 38.9,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,11,July 9 - July 14,46.4,41.3,51.5,41.3 - 51.5,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,11,July 9 - July 14,35.1,29.9,40.6,29.9 - 40.6,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,42,38.3,45.8,38.3 - 45.8,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,41.7,36.6,47,36.6 - 47.0,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,11,July 9 - July 14,38.3,33.4,43.5,33.4 - 43.5,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,11,July 9 - July 14,38.3,33.2,43.7,33.2 - 43.7,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,11,July 9 - July 14,33.3,27.5,39.5,27.5 - 39.5,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,11,July 9 - July 14,34.8,30.4,39.4,30.4 - 39.4,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,11,July 9 - July 14,44.7,40.6,48.8,40.6 - 48.8,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,11,July 9 - July 14,43.9,39.9,48,39.9 - 48.0,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,11,July 9 - July 14,40.3,35.2,45.5,35.2 - 45.5,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,11,July 9 - July 14,42,35.4,48.7,35.4 - 48.7,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,11,July 9 - July 14,34.3,28.3,40.7,28.3 - 40.7,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,11,July 9 - July 14,34.7,28.7,41.1,28.7 - 41.1,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,11,July 9 - July 14,41.9,37,46.9,37.0 - 46.9,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,11,July 9 - July 14,45.9,41.9,49.9,41.9 - 49.9,42.1-46.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,11,July 9 - July 14,34.3,30.6,38,30.6 - 38.0,28.0-34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,11,July 9 - July 14,35.4,28.7,42.5,28.7 - 42.5,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,11,July 9 - July 14,35.2,31,39.5,31.0 - 39.5,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,11,July 9 - July 14,40.5,36.4,44.6,36.4 - 44.6,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,11,July 9 - July 14,40.9,35.9,46.1,35.9 - 46.1,38.4-42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,11,July 9 - July 14,36.6,32,41.3,32.0 - 41.3,34.8-38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,11,July 9 - July 14,33,28.2,38,28.2 - 38.0,28.0-34.7
Symptoms of Depressive Disorder,By State,Alabama,Alabama,12,July 16 - July 21,32.7,27.7,38,27.7 - 38.0,32.3-38.6
Symptoms of Depressive Disorder,By State,Alaska,Alaska,12,July 16 - July 21,27.4,22.9,32.2,22.9 - 32.2,26.0-29.3
Symptoms of Depressive Disorder,By State,Arizona,Arizona,12,July 16 - July 21,34.3,29.9,38.9,29.9 - 38.9,32.3-38.6
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,12,July 16 - July 21,33.7,29.8,37.8,29.8 - 37.8,32.3-38.6
Symptoms of Depressive Disorder,By State,California,California,12,July 16 - July 21,31.2,28.2,34.3,28.2 - 34.3,29.4-32.2
Symptoms of Depressive Disorder,By State,Colorado,Colorado,12,July 16 - July 21,29.1,24.3,34.4,24.3 - 34.4,26.0-29.3
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,12,July 16 - July 21,25.9,21.9,30.3,21.9 - 30.3,20.5-25.9
Symptoms of Depressive Disorder,By State,Delaware,Delaware,12,July 16 - July 21,26.5,21.2,32.3,21.2 - 32.3,26.0-29.3
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,12,July 16 - July 21,23.8,17.7,30.8,17.7 - 30.8,20.5-25.9
Symptoms of Depressive Disorder,By State,Florida,Florida,12,July 16 - July 21,30.7,27.1,34.4,27.1 - 34.4,29.4-32.2
Symptoms of Depressive Disorder,By State,Georgia,Georgia,12,July 16 - July 21,29.7,25.3,34.4,25.3 - 34.4,29.4-32.2
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,12,July 16 - July 21,29.3,24.8,34.1,24.8 - 34.1,26.0-29.3
Symptoms of Depressive Disorder,By State,Idaho,Idaho,12,July 16 - July 21,34.2,29.8,38.9,29.8 - 38.9,32.3-38.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,12,July 16 - July 21,29.5,25.6,33.7,25.6 - 33.7,29.4-32.2
Symptoms of Depressive Disorder,By State,Indiana,Indiana,12,July 16 - July 21,32,28.2,36.1,28.2 - 36.1,29.4-32.2
Symptoms of Depressive Disorder,By State,Iowa,Iowa,12,July 16 - July 21,25.3,20.4,30.7,20.4 - 30.7,20.5-25.9
Symptoms of Depressive Disorder,By State,Kansas,Kansas,12,July 16 - July 21,30.5,26.6,34.5,26.6 - 34.5,29.4-32.2
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,12,July 16 - July 21,30.6,25.9,35.6,25.9 - 35.6,29.4-32.2
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,12,July 16 - July 21,31.7,26.7,37.1,26.7 - 37.1,29.4-32.2
Symptoms of Depressive Disorder,By State,Maine,Maine,12,July 16 - July 21,25.3,20.6,30.4,20.6 - 30.4,20.5-25.9
Symptoms of Depressive Disorder,By State,Maryland,Maryland,12,July 16 - July 21,29.5,25.6,33.7,25.6 - 33.7,29.4-32.2
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,12,July 16 - July 21,23.7,19.8,28,19.8 - 28.0,20.5-25.9
Symptoms of Depressive Disorder,By State,Michigan,Michigan,12,July 16 - July 21,28.6,24.9,32.5,24.9 - 32.5,26.0-29.3
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,12,July 16 - July 21,24.2,20.8,27.9,20.8 - 27.9,20.5-25.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,12,July 16 - July 21,36.5,30.4,42.9,30.4 - 42.9,32.3-38.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,12,July 16 - July 21,24.8,21.1,28.9,21.1 - 28.9,20.5-25.9
Symptoms of Depressive Disorder,By State,Montana,Montana,12,July 16 - July 21,28.4,22.8,34.5,22.8 - 34.5,26.0-29.3
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,12,July 16 - July 21,25.2,20.8,30,20.8 - 30.0,20.5-25.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,12,July 16 - July 21,38.6,34,43.3,34.0 - 43.3,32.3-38.6
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,12,July 16 - July 21,28.8,23.6,34.3,23.6 - 34.3,26.0-29.3
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,12,July 16 - July 21,26.8,22,32,22.0 - 32.0,26.0-29.3
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,12,July 16 - July 21,37.6,32.5,43,32.5 - 43.0,32.3-38.6
Symptoms of Depressive Disorder,By State,New York,New York,12,July 16 - July 21,29.3,25.1,33.8,25.1 - 33.8,26.0-29.3
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,12,July 16 - July 21,30.5,26.2,35.1,26.2 - 35.1,29.4-32.2
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,12,July 16 - July 21,26.8,19.4,35.2,19.4 - 35.2,26.0-29.3
Symptoms of Depressive Disorder,By State,Ohio,Ohio,12,July 16 - July 21,24.9,21,29,21.0 - 29.0,20.5-25.9
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,12,July 16 - July 21,33.5,28.3,39,28.3 - 39.0,32.3-38.6
Symptoms of Depressive Disorder,By State,Oregon,Oregon,12,July 16 - July 21,36.4,31.3,41.8,31.3 - 41.8,32.3-38.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,12,July 16 - July 21,20.5,17.7,23.6,17.7 - 23.6,20.5-25.9
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,12,July 16 - July 21,25.9,21.1,31.3,21.1 - 31.3,20.5-25.9
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,12,July 16 - July 21,32.3,26.6,38.4,26.6 - 38.4,32.3-38.6
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,12,July 16 - July 21,27.6,22.4,33.4,22.4 - 33.4,26.0-29.3
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,12,July 16 - July 21,33.7,28.4,39.3,28.4 - 39.3,32.3-38.6
Symptoms of Depressive Disorder,By State,Texas,Texas,12,July 16 - July 21,32.4,29,35.9,29.0 - 35.9,32.3-38.6
Symptoms of Depressive Disorder,By State,Utah,Utah,12,July 16 - July 21,28.5,24.8,32.5,24.8 - 32.5,26.0-29.3
Symptoms of Depressive Disorder,By State,Vermont,Vermont,12,July 16 - July 21,21.4,16.7,26.8,16.7 - 26.8,20.5-25.9
Symptoms of Depressive Disorder,By State,Virginia,Virginia,12,July 16 - July 21,27,23.4,30.9,23.4 - 30.9,26.0-29.3
Symptoms of Depressive Disorder,By State,Washington,Washington,12,July 16 - July 21,32.2,27.8,36.9,27.8 - 36.9,29.4-32.2
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,12,July 16 - July 21,28,22.8,33.7,22.8 - 33.7,26.0-29.3
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,12,July 16 - July 21,23.9,20.1,28,20.1 - 28.0,20.5-25.9
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,12,July 16 - July 21,31.6,24.4,39.5,24.4 - 39.5,29.4-32.2
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,12,July 16 - July 21,39.9,35.2,44.7,35.2 - 44.7,38.5-45.4
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,12,July 16 - July 21,33.8,29,38.8,29.0 - 38.8,32.3-35.5
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,12,July 16 - July 21,41.3,36.9,45.9,36.9 - 45.9,38.5-45.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,12,July 16 - July 21,36.8,32.4,41.4,32.4 - 41.4,35.6-38.4
Symptoms of Anxiety Disorder,By State,California,California,12,July 16 - July 21,38.9,35.7,42.2,35.7 - 42.2,38.5-45.4
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,12,July 16 - July 21,38,33.4,42.8,33.4 - 42.8,35.6-38.4
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,12,July 16 - July 21,30.4,25.6,35.6,25.6 - 35.6,27.5-32.2
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,12,July 16 - July 21,29,23.8,34.7,23.8 - 34.7,27.5-32.2
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,12,July 16 - July 21,33.9,27,41.3,27.0 - 41.3,32.3-35.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,12,July 16 - July 21,35.1,32,38.2,32.0 - 38.2,32.3-35.5
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,12,July 16 - July 21,35.5,30.7,40.6,30.7 - 40.6,32.3-35.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,12,July 16 - July 21,37.2,31.9,42.7,31.9 - 42.7,35.6-38.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,12,July 16 - July 21,37.3,32.7,42,32.7 - 42.0,35.6-38.4
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,12,July 16 - July 21,38,34,42.1,34.0 - 42.1,35.6-38.4
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,12,July 16 - July 21,36.8,32.2,41.7,32.2 - 41.7,35.6-38.4
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,12,July 16 - July 21,31.3,26.4,36.5,26.4 - 36.5,27.5-32.2
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,12,July 16 - July 21,34.8,30.7,39.1,30.7 - 39.1,32.3-35.5
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,12,July 16 - July 21,35.9,30.5,41.7,30.5 - 41.7,35.6-38.4
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,12,July 16 - July 21,38.5,33.1,44.2,33.1 - 44.2,38.5-45.4
Symptoms of Anxiety Disorder,By State,Maine,Maine,12,July 16 - July 21,35.7,31.2,40.3,31.2 - 40.3,35.6-38.4
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,12,July 16 - July 21,33.2,29.8,36.7,29.8 - 36.7,32.3-35.5
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,12,July 16 - July 21,31.1,27.6,34.9,27.6 - 34.9,27.5-32.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,12,July 16 - July 21,36.3,31.5,41.3,31.5 - 41.3,35.6-38.4
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,12,July 16 - July 21,32.2,28.4,36.3,28.4 - 36.3,27.5-32.2
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,12,July 16 - July 21,38.6,33.2,44.2,33.2 - 44.2,38.5-45.4
